Amaretto Di Amore liqueur,6,0,1,1,8
Amarula cream liqueur,22,0,1,1,8
Ambassadeur red vermouth,1,0,0,0,9
Amber rum,2,0,0,0,3
Amer Picon,5,0,1,1,8
Amer Picon orange bitters,8,0,1,1,15
American whiskey,1,0,0,0,4
Amontillado dry sherry,2,0,0,0,9
Amp energy drink,6,0,1,1,10
Andes chocolate mint,1,0,0,0,8
Anejo rum,43,0,1,1,3
Angelica root,3,0,0,0,16
Angostura bitters,212,0,1,1,15
Angostura Bloody Mary seasoning,1,0,0,0,11
Angostura Lemon,1,0,0,0,15
Anis,29,0,1,1,15
Anis liqueur,2,0,0,0,8
Anise,5,0,1,1,15
Anisette,64,0,1,1,8
Aperol orange liqueur,9,0,1,1,8
Apfelkorn liqueur,12,0,1,1,8
Apple,26,0,1,1,14
Apple brandy,69,0,1,1,5
Apple cider,59,0,1,1,10
Apple juice,160,0,1,1,11
Apple liqueur,6,0,1,1,8
Apple rum,2,0,0,0,3
Apple sauce,2,0,0,0,15
Apple schnapps,82,0,1,1,7
Apple vodka,15,0,1,1,1
Apple-cranberry juice,4,0,0,0,11
Applejack brandy,42,0,1,1,5
Appleton Estate 151 proof Jamaican rum,1,0,0,0,3
Appleton Estate Dark Jamaica rum,4,0,0,0,3
Appleton Estate V/X Jamaican rum,1,0,0,0,3
Appleton Estate white rum,1,0,0,0,3
Apricot,2,0,0,0,14
Apricot brandy,252,0,1,1,5
Apricot juice,7,0,1,1,11
Apricot nectar,13,0,1,1,17
Apricot schnapps,1,0,0,0,7
Aqualibra fruit juice,1,0,0,0,11
Aquavit,29,0,1,1,8
Arak,4,0,0,0,8
Archers cranberry schnapps,1,0,0,0,7
Archers lime schnapps,1,0,0,0,7
Archers peach schnapps,10,0,1,1,7
Aristocrat triple sec,1,0,0,0,8
Aristocrat vodka,1,0,0,0,1
AriZona iced tea,2,0,0,0,18
Armagnac,10,0,1,1,5
Arrow peach schnapps,1,0,0,0,7
Arrow peppermint schnapps,1,0,0,0,7
Artificial sweetener,1,0,0,0,17
Asafoetida,1,0,0,0,15
Asbach Uralt brandy,1,0,0,0,5
Asti Spumanti champagne,1,0,0,0,9
Aurum liqueur,1,0,0,0,8
Avalanche peppermint schnapps,3,0,0,0,7
Avocado,2,0,0,0,14
B & B benedictine,3,0,0,0,5
Baby Duck white wine,1,0,0,0,9
Babycham Champagne,1,0,0,0,9
Bacardi 151 rum,233,0,1,1,3
Bacardi 8 rum,1,0,0,0,3
Bacardi anejo rum,3,0,0,0,3
Bacardi apple rum,3,0,0,0,3
Bacardi Big Apple rum,13,0,1,1,3
Bacardi black rum,5,0,1,1,3
Bacardi Breezer,1,0,0,0,13
Bacardi Breezer Lime,2,0,0,0,13
Bacardi Breezer Orange,3,0,0,0,13
Bacardi Ciclon gold rum,5,0,1,1,3
Bacardi Coco rum,12,0,1,1,3
Bacardi dark rum,14,0,1,1,3
Bacardi gold rum,21,0,1,1,3
Bacardi Grand Melon rum,2,0,0,0,3
Bacardi light rum,36,0,1,1,3
Bacardi Limon rum,134,0,1,1,3
Bacardi O rum,28,0,1,1,3
Bacardi orange rum,36,0,1,1,3
Bacardi Peach Red rum,2,0,0,0,3
Bacardi pina-colada mixer,1,0,0,0,11
Bacardi raspberry rum,1,0,0,0,3
Bacardi Razz rum,22,0,1,1,3
Bacardi Select rum,3,0,0,0,3
Bacardi Silver O3,2,0,0,0,13
Bacardi silver rum,6,0,1,1,3
Bacardi spiced rum,1,0,0,0,3
Bacardi Superior rum,12,0,1,1,3
Bacardi Tropico rum,4,0,0,0,3
Bacardi vanilla rum,12,0,1,1,3
Bacardi white rum,110,0,1,1,3
Bailey's Caramel Irish cream liqueur,2,0,0,0,8
Bailey's Irish cream,1079,0,1,1,8
Bailey's Mint Chocolate Irish cream liqueur,1,0,0,0,8
Baitz triple sec,1,0,0,0,8
Baja Luna black raspberry liqueur,2,0,0,0,8
Baja Rosa strawberry cream liqueur,6,0,1,1,8
Baja Tango orange cream liqueur,1,0,0,0,8
Baked apple,1,0,0,0,14
Ballantine's Scotch whiskey,1,0,0,0,4
Ballatore Rosso Spumante,1,0,0,0,9
Banana,124,0,1,1,14
Banana juice,3,0,0,0,11
Banana liqueur,295,0,1,1,8
Banana pepper,1,0,0,0,15
Banana rum,8,0,1,1,3
Banana schnapps,2,0,0,0,7
Banana syrup,8,0,1,1,11
Bananas Over You liqueur,1,0,0,0,8
Banker's Club vodka,2,0,0,0,1
Bar lime mix,1,0,0,0,11
Barbados dark rum,1,0,0,0,3
Barenfang honey liqueur,2,0,0,0,8
Barenjager,9,0,1,1,8
Barenjager honey liqueur,15,0,1,1,8
Barq's root beer,3,0,0,0,10
Barrett's Ginger Beer,1,0,0,0,10
Bartlett pear,2,0,0,0,14
Bartons vodka,1,0,0,0,1
Basil,2,0,0,0,15
Basil Hayden's bourbon whiskey,1,0,0,0,4
Bass pale ale,1,0,0,0,9
Batida de Coco,11,0,1,1,8
Battery energy drink,2,0,0,0,10
Bawls energy drink,5,0,1,1,10
Becherovka,2,0,0,0,8
Becherovka herbal liqueur,2,0,0,0,8
Beef bouillon,11,0,1,1,16
Beefeater gin,21,0,1,1,2
Beer,137,0,1,1,13
Belvedere vodka,9,0,1,1,1
Ben & Jerry's ice cream,1,0,0,0,12
Benedictine,29,0,1,1,8
Benedictine herbal liqueur,60,0,1,1,8
Berentzen's apple liqueur,3,0,0,0,8
Berries,5,0,1,1,14
Berry blue jell-o,1,0,0,0,17
Berry punch,1,0,0,0,11
Bianco vermouth,7,0,1,1,9
Birch beer,4,0,0,0,13
Bison grass vodka,1,0,0,0,1
Bitter lemon,13,0,1,1,11
Bitter lemon soda,24,0,1,1,10
Bitters,225,0,1,1,15
Black cherry ice cream,1,0,0,0,12
Black cherry jell-o,1,0,0,0,17
Black cherry schnapps,1,0,0,0,7
Black cherry soda,1,0,0,0,10
Black Haus blackberry schnapps,39,0,1,1,7
Black pepper,39,0,1,1,15
Black raspberry liqueur,9,0,1,1,8
Black rum,17,0,1,1,3
Black Sambuca,48,0,1,1,8
Black Velvet Canadian whiskey,2,0,0,0,4
Blackbeard's spiced rum,1,0,0,0,3
Blackberries,3,0,0,0,14
Blackberry brandy,97,0,1,1,5
Blackberry juice,1,0,0,0,11
Blackberry liqueur,9,0,1,1,8
Blackberry schnapps,18,0,1,1,7
Blackcurrant cordial,18,0,1,1,10
Blackcurrant juice,2,0,0,0,11
Blackcurrant schnapps,1,0,0,0,7
Blackcurrant squash,6,0,1,1,8
Blackcurrant vodka,3,0,0,0,1
Blanton's bourbon whiskey,1,0,0,0,4
Blavod vodka,11,0,1,1,1
Blended bourbon whiskey,1,0,0,0,4
Blended whiskey,96,0,1,1,4
Blood orange,1,0,0,0,14
Blood orange vodka,1,0,0,0,1
Blood-orange juice,2,0,0,0,11
Bloody mary mix,6,0,1,1,11
Blue cheese,1,0,0,0,12
Blue Curacao liqueur,907,0,1,1,8
Blue Heron wine,1,0,0,0,9
Blue Ox black cherry energy drink,1,0,0,0,10
Blue Ox energy drink,1,0,0,0,10
Blue sambuca,1,0,0,0,8
Blueberries,10,0,1,1,14
Blueberry brandy,8,0,1,1,5
Blueberry cocktail mix,1,0,0,0,11
Blueberry juice,4,0,0,0,11
Blueberry puree,1,0,0,0,17
Blueberry schnapps,45,0,1,1,7
Blueberry syrup,5,0,1,1,11
Blueberry vodka,3,0,0,0,1
Bollinger Champagne,1,0,0,0,9
Bols advocaat liqueur,1,0,0,0,8
Bols apricot brandy,1,0,0,0,5
Bols Blue Curacao liqueur,6,0,1,1,8
Bols butterscotch schnapps,1,0,0,0,7
Bols cherry brandy,1,0,0,0,5
Bols creme de bananes,6,0,1,1,8
Bols dark creme de cacao,1,0,0,0,8
Bols Gold Strike cinnamon liqueur,1,0,0,0,8
Bols kiwi liqueur,1,0,0,0,8
Bols melon liqueur,1,0,0,0,8
Bols Orange Curacao liqueur,1,0,0,0,8
Bols peppermint liqueur,1,0,0,0,8
Bols Pumpkin Smash liqueur,1,0,0,0,8
Bols triple sec,3,0,0,0,8
Bols white creme de cacao,1,0,0,0,8
Bombay Sapphire gin,51,0,1,1,2
Bonded bourbon whiskey,1,0,0,0,4
Bong Water energy drink,1,0,0,0,10
Boo Koo energy drink,1,0,0,0,10
Boone Strawberry Hill Wine,1,0,0,0,9
Boone's Farm Blue Hawaiian,1,0,0,0,9
Boris Jelzin vodka,1,0,0,0,1
Boru vodka,1,0,0,0,1
Bourbon whiskey,293,0,1,1,4
Brandy,499,0,1,1,5
Bread,2,0,0,0,16
Brennivin schnapps,1,0,0,0,7
Brown creme de cacao,23,0,1,1,8
Brown sugar,42,0,1,1,17
Brown sugar syrup,1,0,0,0,11
Brut Champagne,8,0,1,1,9
Bud Light lager,1,0,0,0,13
Budweiser B to the E,1,0,0,0,13
Budweiser lager,4,0,0,0,13
Buffalo Rock ginger ale,1,0,0,0,10
Bulmers cider,1,0,0,0,10
Bundaberg amber rum,1,0,0,0,3
Bundaberg dark rum,9,0,1,1,3
Bundaberg ginger beer,1,0,0,0,10
Burgundy wine,5,0,1,1,9
Burnett's coconut vodka,1,0,0,0,1
Bushmills Irish Cream,1,0,0,0,8
Bushmills Irish whiskey,9,0,1,1,4
Butter,14,0,1,1,12
Butterscotch schnapps,246,0,1,1,7
Byrrh wine,3,0,0,0,9
Cabana Boy pineapple coconut rum,2,0,0,0,3
Cabernet Sauvignon red wine,3,0,0,0,9
Cabo Wabo anejo tequila,5,0,1,1,6
Cachaca,11,0,1,1,8
Cacique Yonique yogurt,1,0,0,0,12
Cactus Cooler orange-pineapple soda,2,0,0,0,10
Cactus fruit juice,1,0,0,0,11
Cactus Juice liqueur,5,0,1,1,8
Cadbury's hot chocolate,1,0,0,0,18
Calvados brandy,22,0,1,1,5
Campari,38,0,1,1,8
Campari bitters,90,0,1,1,15
Canada Dry cranberry soda,1,0,0,0,10
Canada Dry ginger ale,11,0,1,1,10
Canada Dry orange soda,1,0,0,0,10
Canadian beer,1,0,0,0,13
Canadian Club whiskey,8,0,1,1,4
Canadian Mist whiskey,10,0,1,1,4
Canadian whiskey,113,0,1,1,4
Candy,31,0,1,1,16
Cantaloupe melon,5,0,0,0,14
Canton ginger liqueur,1,0,0,0,8
Cape Velvet cream liqueur,2,0,0,0,8
Cappuccino,4,0,0,0,18
Capri Sun Wild Cherry juice,1,0,0,0,11
Captain Morgan Original spiced rum,207,0,1,1,3
Captain Morgan Parrot Bay coconut rum,87,0,1,1,3
Captain Morgan Parrot Bay mango rum,17,0,1,1,3
Captain Morgan Parrot Bay pineapple rum,12,0,1,1,3
Captain Morgan Private Stock dark rum,5,0,1,1,3
Captain Morgan Silver spiced rum,9,0,1,1,3
Captain Morgan Tattoo orange rum,11,0,1,1,3
Captain Morgan's Parrot Bay passion fruit rum,1,0,0,0,3
Caramel,2,0,0,0,17
Caramel coloring,2,0,0,0,17
Caramel liqueur,7,0,1,1,8
Caramel syrup,10,0,1,1,11
Caramel vodka,2,0,0,0,1
Carbonated soft drink,6,0,1,1,10
Carbonated water,73,0,1,1,10
Cardamom,15,0,1,1,15
Caribbean cream,1,0,0,0,8
Carnation creamy evaporated milk,1,0,0,0,12
Carolans Irish cream,5,0,1,1,8
Carrot,2,0,0,0,15
Carrot juice,2,0,0,0,11
Casa Noble gold tequila,1,0,0,0,6
Casa Noble Reposado tequila,1,0,0,0,6
Casadores Bianco tequila,1,0,0,0,6
Caster sugar,34,0,1,1,17
Cayenne pepper,6,0,1,1,15
Cayenne peppers,8,0,1,1,15
Cazadores tequila,3,0,0,0,6
Celery,9,0,1,1,15
Celery salt,29,0,1,1,15
Celtic Crossing honey liqueur,1,0,0,0,8
Ceres guava juice,1,0,0,0,11
Ceres passion-fruit juice,1,0,0,0,11
Chablis white wine,4,0,0,0,9
Chambord raspberry liqueur,305,0,1,1,8
Champagne,277,0,1,1,9
Chardonnay white wine,2,0,0,0,9
Charles Heidsieck Champagne,1,0,0,0,9
Charleston Follies,2,0,0,0,8
Chartreuse herbal liqueur,6,0,1,1,8
Chaser 5-Hour energy drink,1,0,0,0,10
Chateau Monet Framboise raspberry liqueur,2,0,0,0,8
Cheese,1,0,0,0,12
Cheri Beri Pucker,4,0,0,0,8
Cherry,183,0,1,1,14
Cherry advocaat liqueur,5,0,1,1,8
Cherry brandy,254,0,1,1,5
Cherry cider,2,0,0,0,10
Cherry Cola,21,0,1,1,10
Cherry conserve,1,0,0,0,17
Cherry cordial,1,0,0,0,16
Cherry Heering,9,0,1,1,8
Cherry ice cream,1,0,0,0,12
Cherry jell-o,4,0,0,0,17
Cherry juice,52,0,1,1,11
Cherry limeade,1,0,0,0,11
Cherry Marnier liqueur,1,0,0,0,8
Cherry Puree,1,0,0,0,17
Cherry schnapps,1,0,0,0,7
Cherry syrup,8,0,1,1,11
Cherry vodka,43,0,1,1,1
Cherry whiskey,5,0,1,1,4
Cherryade,6,0,1,1,11
Chile Piqions,1,0,0,0,11
Chili pepper,2,0,0,0,15
Chili sauce,1,0,0,0,15
Chinese wine,1,0,0,0,9
Chinotto,1,0,0,0,10
Chiquita Kiwi-Strawberry Juice,2,0,0,0,11
Chivas Regal Scotch whiskey,3,0,0,0,4
Chocolate,46,0,1,1,16
Chocolate cream liqueur,1,0,0,0,8
Chocolate ice cream,30,0,1,1,12
Chocolate liqueur,31,0,1,1,8
Chocolate milk,53,0,1,1,12
Chocolate mint liqueur,7,0,1,1,8
Chocolate powder,2,0,0,0,15
Chocolate Pudding,1,0,0,0,16
Chocolate syrup,116,0,1,1,11
Chocolate vodka,4,0,0,0,1
Christian Brothers Frost White brandy,2,0,0,0,5
Cider,33,0,1,1,10
Cinnamon,166,0,1,1,15
Cinnamon schnapps,81,0,1,1,7
Cinzano Bitters,1,0,0,0,15
Cinzano dry vermouth,1,0,0,0,9
Cinzano Orancio,5,0,1,1,9
Cinzano sweet vermouth,3,0,0,0,9
Ciroc vodka,3,0,0,0,1
Citrus juice,1,0,0,0,11
Citrus punch,1,0,0,0,10
Citrus soda,2,0,0,0,10
Citrus vodka,30,0,1,1,1
Clam juice,5,0,1,1,11
Clamato juice,22,0,1,1,11
Clan Macgregor Scotch whiskey,2,0,0,0,4
Claret,4,0,0,0,9
Clearly Canadian sparkling water,1,0,0,0,10
Clove syrup,1,0,0,0,11
Cloves,54,0,1,1,15
Club soda,287,0,1,1,10
Coca Buton herbal liqueur,1,0,0,0,8
Coca-Cola,483,0,1,1,10
Coca-Cola Blak,1,0,0,0,10
Coca-Cola Cherry Coke,11,0,1,1,10
Coca-Cola Diet Coke,9,0,1,1,10
Coca-Cola Diet Lime Coke,2,0,0,0,10
Coca-Cola Vanilla Coke,14,0,1,1,10
Cocaine energy drink,1,0,0,0,10
Cocktail onion,6,0,1,1,15
Coco Lopez cream of coconut,7,0,1,1,11
Cocoa,11,0,1,1,18
Cocoa cream,1,0,0,0,18
Cocoa powder,38,0,1,1,18
Coconut,12,0,1,1,14
Coconut cream,86,0,1,1,12
Coconut extract,4,0,0,0,15
Coconut ice cream,1,0,0,0,12
Coconut juice,2,0,0,0,11
Coconut liqueur,24,0,1,1,8
Coconut milk,35,0,1,1,12
Coconut rum,265,0,1,1,3
Coconut syrup,9,0,1,1,11
Coconut vodka,2,0,0,0,1
Coconut water,3,0,0,0,11
CocoRibe coconut rum,2,0,0,0,3
Coffee,196,0,1,1,18
Coffee brandy,26,0,1,1,5
Coffee creamer,1,0,0,0,12
Coffee ice cream,2,0,0,0,12
Coffee liqueur,107,0,1,1,8
Coffee powder,1,0,0,0,18
Coffeemate,1,0,0,0,12
Cognac,187,0,1,1,5
Cointreau orange liqueur,452,0,1,1,8
Collins mix,9,0,1,1,11
Condensed milk,25,0,1,1,12
Continental vanilla liqueur,1,0,0,0,8
Cookies,1,0,0,0,16
Cool Whip,2,0,0,0,12
Coors Light beer,2,0,0,0,13
Coquila tequila cream liqueur,1,0,0,0,6
Coriander,7,0,1,1,15
Corn,1,0,0,0,16
Corn syrup,3,0,0,0,11
Cornstarch,1,0,0,0,17
Corona Extra lager,2,0,0,0,13
Corona lager,17,0,1,1,13
Cortas grenadine syrup,1,0,0,0,11
Cosmopolitan mix,1,0,0,0,11
Cossack vodka,1,0,0,0,1
Cottage cheese,1,0,0,0,12
Cottee's Ice Magic chocolate coating,1,0,0,0,18
Countrytime pink lemonade,2,0,0,0,10
Countrytime yellow lemonade,1,0,0,0,10
Courvoisier cognac,11,0,1,1,5
Crackers,1,0,0,0,16
Cranberries,16,0,1,1,14
Cranberry ginger ale,1,0,0,0,10
Cranberry jell-o,1,0,0,0,17
Cranberry juice,1091,0,1,1,11
Cranberry juice cocktail,1,0,0,0,11
Cranberry liqueur,10,0,1,1,8
Cranberry schnapps,1,0,0,0,7
Cranberry soda,2,0,0,0,10
Cranberry vodka,20,0,1,1,1
Cranberry-apple juice,7,0,1,1,11
Cranberry-grape juice,3,0,0,0,11
Cranberry-raspberry juice,12,0,1,1,11
Cream,451,0,1,1,12
Cream cheese,1,0,0,0,12
Cream of coconut,58,0,1,1,12
Cream sherry,9,0,1,1,8
Cream soda,42,0,1,1,10
Creamer,3,0,0,0,12
Creme d'Armagnac,1,0,0,0,8
Creme de Almond,17,0,1,1,8
Creme de Banane,76,0,1,1,8
Creme de bananes,114,0,1,1,8
Creme de Cacao,259,0,1,1,8
Creme de Cassis,108,0,1,1,8
Creme de cerise,1,0,0,0,8
Creme de coconut,2,0,0,0,12
Creme de Fraise,4,0,0,0,8
Creme de Fraise des Bois,4,0,0,0,8
Creme de framboise,3,0,0,0,8
Creme de griotte,1,0,0,0,8
Creme de menthe,46,0,1,1,8
Creme de mure,6,0,1,1,8
Creme de myrtille,4,0,0,0,8
Creme de Noyaux,38,0,1,1,8
Creme de peche,1,0,0,0,8
Creme de violette,4,0,0,0,8
Crown Royal Canadian whiskey,177,0,1,1,4
Crown Royal Reserve Canadian whiskey,1,0,0,0,4
Crunk energy drink,1,0,0,0,10
Cruzan banana rum,2,0,0,0,3
Cruzan black rum,1,0,0,0,3
Cruzan coconut rum,5,0,1,1,3
Cruzan mango rum,4,0,0,0,3
Cruzan pineapple rum,3,0,0,0,3
Cruzan rum cream liqueur,1,0,0,0,3
Crystal light,4,0,0,0,10
Crystal Light lemonade mix,2,0,0,0,10
Crystal Light Sunrise Classic Orange mix,1,0,0,0,11
Crystal Palace vodka,1,0,0,0,1
Cucumber,16,0,1,1,14
Cumin seed,1,0,0,0,15
Curacao orange liqueur,38,0,1,1,8
Currant syrup,1,0,0,0,11
Cusenier Freezomint creme de menthe,1,0,0,0,8
Cutty Black Scotch whiskey,1,0,0,0,4
Cutty Sark Scotch whiskey,5,0,1,1,4
Cynar artichoke liqueur,3,0,0,0,8
Cyprus brandy,1,0,0,0,5
D'Aristi Xtabentun liqueur,1,0,0,0,8
Dailey's strawberry Daquiri mix,1,0,0,0,11
Daily's sweet and sour mix,1,0,0,0,11
Daiquiri mix,16,0,1,1,11
Damiana herbal liqueur,6,0,1,1,8
Danish aquavit,1,0,0,0,8
Danish cherry wine,1,0,0,0,9
Danzig Goldwasser orange liqueur,2,0,0,0,8
Danzka grapefruit vodka,2,0,0,0,1
Dark Creme de Cacao,164,0,1,1,8
Dark rum,460,0,1,1,3
Das Komet vanilla liqueur,1,0,0,0,8
DaVinci Gourmet vanilla syrup,1,0,0,0,11
Dawa,1,0,0,0,16
DeKuyper amaretto almond liqueur,2,0,0,0,8
DeKuyper Apple Barrel schnapps,3,0,0,0,7
DeKuyper apple schnapps,1,0,0,0,7
DeKuyper Blue Curacao liqueur,4,0,0,0,8
DeKuyper Bluesberry schnapps,4,0,0,0,7
DeKuyper Butterscotch schnapps,1,0,0,0,7
DeKuyper Buttershots liqueur,59,0,1,1,8
DeKuyper Cactus Juice schnapps,1,0,0,0,7
DeKuyper Cheri-Beri Pucker schnapps,16,0,1,1,7
DeKuyper cherry brandy,1,0,0,0,5
DeKuyper cherry schnapps,1,0,0,0,7
DeKuyper cinnamon schnapps,2,0,0,0,7
DeKuyper coffee liqueur,1,0,0,0,8
DeKuyper creme de bananes,3,0,0,0,8
DeKuyper dark creme de cacao,2,0,0,0,8
DeKuyper Grape Pucker schnapps,11,0,1,1,7
DeKuyper Harvest Pear schnapps,1,0,0,0,7
DeKuyper Hot Damn 100 cinnamon schnapps,3,0,0,0,7
DeKuyper Hot Damn cinnamon schnapps,40,0,1,1,7
DeKuyper Island Blue Pucker schnapps,30,0,1,1,7
DeKuyper Key Largo schnapps,1,0,0,0,7
DeKuyper Mad Melon schnapps,3,0,0,0,7
DeKuyper Marasquin cherry liqueur,1,0,0,0,8
DeKuyper Peachtree schnapps,45,0,1,1,7
DeKuyper peppermint schnapps,2,0,0,0,7
DeKuyper Pucker Strawberry Passion schnapps,1,0,0,0,7
DeKuyper Raspberry Pucker schnapps,17,0,1,1,7
DeKuyper Razzmatazz liqueur,25,0,1,1,8
DeKuyper Sour Apple Pucker schnapps,165,0,1,1,7
DeKuyper Sour Peach Pucker schnapps,3,0,0,0,7
DeKuyper triple sec,7,0,1,1,8
DeKuyper Watermelon Pucker schnapps,50,0,1,1,7
DeKuyper wild strawberry liqueur,1,0,0,0,8
DeKuyper Wilderberry schnapps,1,0,0,0,7
Demerara sugar,1,0,0,0,17
Deva absinthe,1,0,0,0,19
Devil Springs vodka,2,0,0,0,1
Dewar's Scotch whiskey,2,0,0,0,4
Dill,1,0,0,0,15
Dill juice,1,0,0,0,11
Dole grapefruit juice,1,0,0,0,11
Dole orange juice,1,0,0,0,11
Dole orange peach-mango juice,1,0,0,0,11
Dole Pine-Orange-Banana Juice,5,0,1,1,11
Dole pineapple juice,10,0,1,1,11
Dole Pineapple Passion Mango juice,1,0,0,0,11
Dom Perignon Champagne,2,0,0,0,9
Don Julio Blanco tequila,2,0,0,0,6
Don Q 151 rum,1,0,0,0,3
Don Q Cristal rum,1,0,0,0,3
Dooley's Original Toffee & Vodka,2,0,0,0,1
Double cream,38,0,1,1,12
Dr. Brown's Cel-Ray soda,1,0,0,0,10
Dr. McGillicuddy's cherry schnapps,1,0,0,0,7
Dr. McGillicuddy's Fireball Canadian whiskey,6,0,1,1,4
Dr. Mcgillicuddy's Mentholmint schnapps,5,0,1,1,7
Dr. Mcgillicuddy's peach schnapps,2,0,0,0,7
Dr. Mcgillicuddy's Vanilla Schnapps,14,0,1,1,7
Dr. Pepper Cherry Vanilla soda,2,0,0,0,10
Dr. Pepper soda,117,0,1,1,10
Dr. Pepper vanilla soda,1,0,0,0,10
Drambuie,26,0,1,1,8
Drambuie Scotch whiskey,65,0,1,1,4
Dry cider,1,0,0,0,10
Dry dill,1,0,0,0,16
Dry gin,18,0,1,1,2
Dry ginger ale,5,0,1,1,10
Dry Orange Curacao liqueur,8,0,1,1,8
Dry red wine,1,0,0,0,9
Dry Sack sherry,1,0,0,0,9
Dry sherry,32,0,1,1,8
Dry sparkling wine,4,0,0,0,9
Dry Vermouth,534,0,1,1,9
Dry white wine,7,0,1,1,9
Dubonnet Blanc vermouth,10,0,1,1,9
Dubonnet French vermouth,20,0,1,1,9
Dubonnet Rouge vermouth,54,0,1,1,9
Dulseda Dulce de Leche caramel liqueur,1,0,0,0,8
Dutch genever gin,1,0,0,0,2
E & J Cask & Cream Chocolate Temptation liqueur,1,0,0,0,8
E & J Cask and Cream Caramel Temptation liqueur,1,0,0,0,8
E&J brandy,6,0,1,1,5
E&J Cask & Cream brandy,1,0,0,0,5
Eagle Brand condensed milk,1,0,0,0,12
Early Times bourbon whiskey,1,0,0,0,4
Effen black cherry vodka,1,0,0,0,1
Egg,192,0,1,1,16
Egg substitute,1,0,0,0,16
Egg white,63,0,1,1,16
Egg yolk,29,0,1,1,16
Eggnog,26,0,1,1,16
El Tesoro Reposado tequila,1,0,0,0,6
Elderflower cordial,1,0,0,0,11
Elderflower syrup,1,0,0,0,11
Energy soda,8,0,1,1,10
Erin Cream,1,0,0,0,8
Espresso,42,0,1,1,18
Evan Williams Bourbon Whiskey,3,0,0,0,4
Evaporated milk,2,0,0,0,12
Evaporated skimmed milk,1,0,0,0,12
Everclear alcohol,197,0,1,1,19
Everfresh orange juice,1,0,0,0,11
Everglo liqueur,7,0,1,1,8
Extra dry gin,1,0,0,0,2
Extra dry vermouth,7,0,1,1,9
Extra virgin olive oil,1,0,0,0,16
Falerno del Massico white wine,1,0,0,0,9
Falernum syrup,1,0,0,0,11
Famous Grouse Scotch whiskey,2,0,0,0,4
Fanta,5,0,1,1,10
Fanta blueberry soda,1,0,0,0,10
Fanta orange soda,8,0,1,1,10
Farigoule thyme liqueur,1,0,0,0,8
Father O'Leary's butterscotch cream liqueur,1,0,0,0,8
Father O'Leary's velvet cream liqueur,1,0,0,0,8
Faxe Kondi soda,1,0,0,0,10
Faygo Classic blueberry soda,1,0,0,0,10
Faygo grape soda,1,0,0,0,10
Faygo peach soda,1,0,0,0,10
Faygo rock & rye soda,1,0,0,0,10
Fee Brothers Old-fashioned bitters,1,0,0,0,15
